t_s,n_m,e_m,alt_m,yaw_deg
152.81098529999144,-17.273,-3.428,0.0,155.49
152.9142493000254,-17.273,-3.428,0.0,155.49
153.0173643999733,-17.273,-3.428,0.0,155.49
153.1238627000712,-17.273,-3.428,0.0,155.49
153.22503560013138,-17.273,-3.428,0.0,155.49
153.32631970010698,-17.273,-3.428,0.0,155.49
153.4275225000456,-17.273,-3.428,0.0,155.49
153.53069730009884,-17.273,-3.428,0.0,155.49
153.63414019998163,-17.273,-3.428,0.0,155.49
153.73678559996188,-17.273,-3.428,0.0,155.49
153.83854570006952,-17.273,-3.428,0.0,155.49
153.9393838001415,-17.273,-3.428,0.0,155.49
154.0432986000087,-17.273,-3.428,0.0,155.49
154.14927570009604,-17.273,-3.428,0.0,155.49
154.25020040012896,-17.273,-3.428,0.0,155.49
154.3515791001264,-17.273,-3.428,0.0,155.49
154.45253210002556,-17.273,-3.428,0.0,155.49
154.55623760004528,-17.273,-3.428,0.0,155.49
154.65991759998724,-17.273,-3.428,0.0,155.49
154.762768200133,-17.273,-3.428,0.0,155.49
154.86495980015025,-17.273,-3.428,0.0,155.49
154.96840340015478,-17.273,-3.428,0.0,155.49
155.06974370009266,-17.273,-3.428,0.0,155.49
155.17729600006714,-17.273,-3.428,0.0,155.49
155.2841481999494,-17.273,-3.428,0.0,155.49
155.38750670012087,-17.273,-3.428,0.0,155.49
155.48860729997978,-17.273,-3.428,0.0,155.49
155.58937319996767,-17.273,-3.428,0.0,155.49
155.69018930010498,-17.273,-3.428,0.0,155.49
155.79146159999073,-17.273,-3.428,0.0,155.49
155.89249270013534,-17.273,-3.428,0.0,155.49
155.99348780000582,-17.273,-3.428,0.0,155.49
156.09416900016367,-17.273,-3.428,0.0,155.49
156.1949416999705,-17.273,-3.428,0.0,155.49
156.2971137999557,-17.273,-3.428,0.0,155.49
156.3982409001328,-17.273,-3.428,0.0,155.49
156.49922730005346,-17.273,-3.428,0.0,155.49
156.6002726999577,-17.273,-3.428,0.0,155.49
156.7030889999587,-17.273,-3.428,0.0,155.49
156.80433290009387,-17.273,-3.428,0.0,155.49
156.9059155001305,-17.273,-3.428,0.0,155.49
157.00776710011996,-17.273,-3.428,0.0,155.49
157.10898060002364,-17.273,-3.428,0.0,155.49
157.21421700017527,-17.273,-3.428,0.0,155.49
157.31673420011066,-17.273,-3.428,0.0,155.49
157.41749230003916,-17.273,-3.428,0.0,155.49
157.51848930004053,-17.273,-3.428,0.0,155.49
157.61948020011187,-17.273,-3.428,0.0,155.49
157.7205179000739,-17.273,-3.428,0.0,155.49
157.82168200006709,-17.273,-3.428,0.0,155.49
